downloaded,item_id,english_gloss,category,24
9/13/24,82,pencil,toys,0.34
9/13/24,83,play dough,toys,0.36
9/13/24,84,present,toys,0.42
9/13/24,85,puzzle,toys,0.48
9/13/24,86,story,toys,0.47
9/13/24,87,toy (object),toys,0.65
9/13/24,88,apple,food_drink,0.84
9/13/24,89,applesauce,food_drink,0.43
9/13/24,90,banana,food_drink,0.88
9/13/24,91,beans,food_drink,0.44
9/13/24,92,bread,food_drink,0.63
9/13/24,93,butter,food_drink,0.42
9/13/24,94,cake,food_drink,0.7
9/13/24,95,candy,food_drink,0.52
9/13/24,96,carrots,food_drink,0.52
9/13/24,97,cereal,food_drink,0.6
9/13/24,98,cheerios,food_drink,0.49
9/13/24,99,cheese,food_drink,0.83
9/13/24,100,chicken (food),food_drink,0.58
9/13/24,101,chocolate,food_drink,0.48
9/13/24,102,coffee,food_drink,0.48
9/13/24,103,coke,food_drink,0.19
9/13/24,104,cookie,food_drink,0.81
9/13/24,105,corn,food_drink,0.46
9/13/24,106,cracker,food_drink,0.71
9/13/24,107,donut,food_drink,0.31
9/13/24,108,drink (beverage),food_drink,0.6
9/13/24,109,egg,food_drink,0.64
9/13/24,110,fish (food),food_drink,0.53
9/13/24,111,food,food_drink,0.54
9/13/24,112,french fries,food_drink,0.52
9/13/24,113,grapes,food_drink,0.61
9/13/24,114,green beans,food_drink,0.29
9/13/24,115,gum,food_drink,0.21
9/13/24,116,hamburger,food_drink,0.39
9/13/24,117,ice,food_drink,0.53
9/13/24,118,ice cream,food_drink,0.64
9/13/24,119,jello,food_drink,0.17
9/13/24,120,jelly,food_drink,0.25
9/13/24,121,juice,food_drink,0.77
9/13/24,122,lollipop,food_drink,0.27
9/13/24,123,meat,food_drink,0.37
9/13/24,124,melon,food_drink,0.29
9/13/24,125,milk,food_drink,0.81
9/13/24,126,muffin,food_drink,0.39
9/13/24,127,noodles,food_drink,0.51
9/13/24,128,nuts,food_drink,0.31
9/13/24,129,orange (food),food_drink,0.61
9/13/24,130,pancake,food_drink,0.5
9/13/24,131,peas,food_drink,0.47
9/13/24,132,peanut butter,food_drink,0.46
9/13/24,133,pickle,food_drink,0.33
9/13/24,134,pizza,food_drink,0.69
9/13/24,135,popcorn,food_drink,0.45
9/13/24,136,popsicle,food_drink,0.35
9/13/24,137,potato chip,food_drink,0.41
9/13/24,138,potato,food_drink,0.4
9/13/24,139,pretzel,food_drink,0.32
9/13/24,140,pudding,food_drink,0.16
9/13/24,141,pumpkin,food_drink,0.38
9/13/24,142,raisin,food_drink,0.43
9/13/24,143,salt,food_drink,0.22
9/13/24,144,sandwich,food_drink,0.43
9/13/24,145,sauce,food_drink,0.31
9/13/24,146,soda/pop,food_drink,0.24
9/13/24,147,soup,food_drink,0.47
9/13/24,148,spaghetti,food_drink,0.46
9/13/24,149,strawberry,food_drink,0.55
9/13/24,150,toast,food_drink,0.52
9/13/24,151,tuna,food_drink,0.14
9/13/24,152,vanilla,food_drink,0.11
9/13/24,153,vitamins,food_drink,0.25
9/13/24,154,water (beverage),food_drink,0.79
9/13/24,155,yogurt,food_drink,0.61
9/13/24,156,beads,clothing,0.2
9/13/24,157,belt,clothing,0.27
9/13/24,158,bib,clothing,0.49
9/13/24,159,boots,clothing,0.66
9/13/24,160,button,clothing,0.53
9/13/24,161,coat,clothing,0.59
9/13/24,162,diaper,clothing,0.73
9/13/24,163,dress (object),clothing,0.41
9/13/24,164,gloves,clothing,0.34
9/13/24,165,hat,clothing,0.79
9/13/24,166,jacket,clothing,0.55
9/13/24,167,jeans,clothing,0.28
9/13/24,168,mittens,clothing,0.33
9/13/24,169,necklace,clothing,0.35
9/13/24,170,pajamas,clothing,0.58
9/13/24,171,pants,clothing,0.66
9/13/24,172,scarf,clothing,0.16
9/13/24,173,shirt,clothing,0.65
9/13/24,174,shoe,clothing,0.89
9/13/24,175,shorts,clothing,0.42
9/13/24,176,slipper,clothing,0.31
9/13/24,177,sneaker,clothing,0.18
9/13/24,178,snowsuit,clothing,0.11
9/13/24,179,sock,clothing,0.69
9/13/24,180,sweater,clothing,0.43
9/13/24,181,tights,clothing,0.13
9/13/24,182,underpants,clothing,0.23
9/13/24,183,zipper,clothing,0.46
9/13/24,184,ankle,body_parts,0.16
9/13/24,185,arm,body_parts,0.67
9/13/24,186,belly button,body_parts,0.69
9/13/24,187,buttocks/bottom*,body_parts,0.63
9/13/24,188,cheek,body_parts,0.54
9/13/24,189,chin,body_parts,0.51
9/13/24,190,ear,body_parts,0.82
9/13/24,191,eye,body_parts,0.87
9/13/24,192,face,body_parts,0.53
9/13/24,193,finger,body_parts,0.65
9/13/24,194,foot,body_parts,0.72
9/13/24,195,hair,body_parts,0.75
9/13/24,196,hand,body_parts,0.71
9/13/24,197,head,body_parts,0.7
9/13/24,198,knee,body_parts,0.59
9/13/24,199,leg,body_parts,0.58
9/13/24,200,bu,body_parts,0.39
9/13/24,201,mouth,body_parts,0.72
9/13/24,202,nose,body_parts,0.85
9/13/24,203,owie/boo boo,body_parts,0.72
9/13/24,204,penis*,body_parts,0.4
9/13/24,205,shoulder,body_parts,0.3
9/13/24,206,toe,body_parts,0.65
9/13/24,207,tongue,body_parts,0.51
9/13/24,208,tooth,body_parts,0.61
9/13/24,209,tummy,body_parts,0.66
9/13/24,210,vagina*,body_parts,0.2
9/13/24,211,basket,household,0.38
9/13/24,212,blanket,household,0.71
9/13/24,213,bottle,household,0.65
9/13/24,214,bowl,household,0.62
9/13/24,215,box,household,0.59
9/13/24,216,broom,household,0.47
9/13/24,217,brush,household,0.6
9/13/24,218,bucket,household,0.37
9/13/24,219,camera,household,0.35
9/13/24,220,can (object),household,0.24
9/13/24,221,clock,household,0.48
9/13/24,222,comb,household,0.39
9/13/24,223,cup,household,0.73
9/13/24,224,dish,household,0.28
9/13/24,225,fork,household,0.66
9/13/24,226,garbage,household,0.45
9/13/24,227,glass,household,0.36
9/13/24,228,glasses,household,0.51
9/13/24,229,hammer,household,0.34
9/13/24,230,jar,household,0.22
9/13/24,231,keys,household,0.63
9/13/24,232,knife,household,0.41
9/13/24,233,lamp,household,0.25
9/13/24,234,light,household,0.65
9/13/24,235,medicine,household,0.44
9/13/24,236,money,household,0.45
9/13/24,237,mop,household,0.19
9/13/24,238,nail,household,0.21
9/13/24,239,napkin,household,0.42
9/13/24,240,paper,household,0.58
9/13/24,241,penny,household,0.22
9/13/24,242,picture,household,0.47
9/13/24,243,pillow,household,0.58
9/13/24,244,plant,household,0.32
9/13/24,245,plate,household,0.5
9/13/24,246,purse,household,0.37
9/13/24,247,radio,household,0.19
9/13/24,248,scissors,household,0.34
9/13/24,249,soap,household,0.58
9/13/24,250,spoon,household,0.72
9/13/24,251,tape,household,0.31
9/13/24,252,telephone,household,0.67
9/13/24,253,tissue/kleenex,household,0.44
9/13/24,254,toothbrush,household,0.64
9/13/24,255,towel,household,0.54
9/13/24,256,trash,household,0.41
9/13/24,257,tray,household,0.11
9/13/24,258,vacuum,household,0.44
9/13/24,259,walker,household,0.07
9/13/24,260,watch (object),household,0.39
9/13/24,261,basement,furniture_rooms,0.14
9/13/24,262,bathroom,furniture_rooms,0.54
9/13/24,263,bathtub,furniture_rooms,0.59
9/13/24,264,bed,furniture_rooms,0.73
9/13/24,265,bedroom,furniture_rooms,0.42
9/13/24,266,bench,furniture_rooms,0.14
9/13/24,267,chair,furniture_rooms,0.71
9/13/24,268,closet,furniture_rooms,0.32
9/13/24,269,couch,furniture_rooms,0.48
9/13/24,270,crib,furniture_rooms,0.37
9/13/24,271,door,furniture_rooms,0.71
9/13/24,272,drawer,furniture_rooms,0.27
9/13/24,273,dryer,furniture_rooms,0.21
9/13/24,274,garage,furniture_rooms,0.28
9/13/24,275,high chair,furniture_rooms,0.38
9/13/24,276,kitchen,furniture_rooms,0.5
9/13/24,277,living room,furniture_rooms,0.27
9/13/24,278,oven,furniture_rooms,0.31
9/13/24,279,play pen,furniture_rooms,0.08
9/13/24,280,porch,furniture_rooms,0.13
9/13/24,281,potty,furniture_rooms,0.66
9/13/24,282,rocking chair,furniture_rooms,0.25
9/13/24,283,refrigerator,furniture_rooms,0.37
9/13/24,284,room,furniture_rooms,0.43
9/13/24,285,shower,furniture_rooms,0.48
9/13/24,286,sink,furniture_rooms,0.4
9/13/24,287,sofa,furniture_rooms,0.18
9/13/24,288,stairs,furniture_rooms,0.45
9/13/24,289,stove,furniture_rooms,0.31
9/13/24,290,table,furniture_rooms,0.52
9/13/24,291,TV,furniture_rooms,0.63
9/13/24,292,window,furniture_rooms,0.42
9/13/24,293,washing machine,furniture_rooms,0.27
9/13/24,294,backyard,outside,0.28
9/13/24,295,cloud,outside,0.42
9/13/24,296,flag,outside,0.3
9/13/24,297,flower,outside,0.69
9/13/24,298,garden,outside,0.23
9/13/24,299,grass,outside,0.52
9/13/24,300,hose,outside,0.26
9/13/24,301,ladder,outside,0.26
9/13/24,302,lawn mower,outside,0.27
9/13/24,303,moon,outside,0.67
9/13/24,304,pool,outside,0.49
9/13/24,305,rain,outside,0.63
9/13/24,306,rock,outside,0.6
9/13/24,307,roof,outside,0.18
9/13/24,308,sandbox,outside,0.27
9/13/24,309,shovel,outside,0.38
9/13/24,310,sidewalk,outside,0.25
9/13/24,311,sky,outside,0.47
9/13/24,312,slide (object),outside,0.54
9/13/24,313,snow,outside,0.49
9/13/24,314,snowman,outside,0.32
9/13/24,315,sprinkler,outside,0.16
9/13/24,316,star,outside,0.6
9/13/24,317,stick,outside,0.46
9/13/24,318,stone,outside,0.17
9/13/24,319,street,outside,0.36
9/13/24,320,sun,outside,0.59
9/13/24,321,swing (object),outside,0.59
9/13/24,322,tree,outside,0.73
9/13/24,323,water (not beverage),outside,0.71
9/13/24,324,wind,outside,0.36
9/13/24,325,beach,places,0.32
9/13/24,326,camping,places,0.1
9/13/24,327,church*,places,0.25
9/13/24,328,circus,places,0.08
9/13/24,329,country,places,0.04
9/13/24,330,downtown,places,0.08
9/13/24,331,farm,places,0.27
9/13/24,332,gas station,places,0.17
9/13/24,333,home,places,0.66
9/13/24,334,house,places,0.57
9/13/24,335,movie,places,0.26
9/13/24,336,outside,places,0.69
9/13/24,337,park,places,0.59
9/13/24,338,party,places,0.35
9/13/24,339,picnic,places,0.19
9/13/24,340,playground,places,0.3
9/13/24,341,school,places,0.49
9/13/24,342,store,places,0.46
9/13/24,343,woods,places,0.09
9/13/24,344,work (place),places,0.47
9/13/24,345,yard,places,0.23
9/13/24,346,zoo,places,0.33
9/13/24,347,aunt,people,0.42
9/13/24,348,baby,people,0.87
9/13/24,349,babysitter,people,0.11
9/13/24,350,babysitter's name,people,0.38
9/13/24,351,boy,people,0.49
9/13/24,352,brother,people,0.31
9/13/24,353,child,people,0.15
9/13/24,354,clown,people,0.2
9/13/24,355,cowboy,people,0.11
9/13/24,356,daddy*,people,0.95
9/13/24,357,doctor,people,0.4
9/13/24,358,fireman,people,0.24
9/13/24,359,friend,people,0.33
9/13/24,360,girl,people,0.44
9/13/24,361,grandma*,people,0.82
9/13/24,362,grandpa*,people,0.76
9/13/24,363,lady,people,0.25
9/13/24,364,mailman,people,0.17
9/13/24,365,man,people,0.36
9/13/24,366,mommy*,people,0.96
9/13/24,367,nurse,people,0.08
9/13/24,368,child's own name,people,0.73
9/13/24,369,people,people,0.3
9/13/24,370,person,people,0.11
9/13/24,371,pet's name,people,0.56
9/13/24,372,police,people,0.19
9/13/24,373,sister,people,0.33
9/13/24,374,teacher,people,0.24
9/13/24,375,uncle,people,0.39
9/13/24,376,bath,games_routines,0.79
9/13/24,377,breakfast,games_routines,0.48
9/13/24,378,bye,games_routines,0.92
9/13/24,379,call (on phone),games_routines,0.53
9/13/24,380,dinner,games_routines,0.46
9/13/24,381,give me five!,games_routines,0.44
9/13/24,382,gonna get you!,games_routines,0.42
9/13/24,383,go potty,games_routines,0.57
9/13/24,384,hello,games_routines,0.73
9/13/24,385,hi,games_routines,0.85
9/13/24,386,lunch,games_routines,0.46
9/13/24,387,nap,games_routines,0.6
9/13/24,388,night night,games_routines,0.76
9/13/24,389,no,games_routines,0.9
9/13/24,390,pattycake,games_routines,0.31
9/13/24,391,peekaboo,games_routines,0.71
9/13/24,392,please,games_routines,0.8
9/13/24,393,shh/shush/hush,games_routines,0.73
9/13/24,394,shopping,games_routines,0.34
9/13/24,395,snack,games_routines,0.55
9/13/24,396,so big!,games_routines,0.38
9/13/24,397,thank you,games_routines,0.8
9/13/24,398,this little piggy,games_routines,0.31
9/13/24,399,turn around,games_routines,0.36
9/13/24,400,yes,games_routines,0.83
9/13/24,401,bite,action_words,0.56
9/13/24,402,blow,action_words,0.48
9/13/24,403,break,action_words,0.42
9/13/24,404,bring,action_words,0.32
9/13/24,405,build,action_words,0.29
9/13/24,406,bump,action_words,0.34
9/13/24,407,buy,action_words,0.22
9/13/24,408,carry,action_words,0.39
9/13/24,409,catch,action_words,0.38
9/13/24,410,chase,action_words,0.27
9/13/24,411,clap,action_words,0.52
9/13/24,412,clean (action),action_words,0.51
9/13/24,413,climb,action_words,0.39
9/13/24,414,close,action_words,0.48
9/13/24,415,cook,action_words,0.41
9/13/24,416,cover,action_words,0.21
9/13/24,417,cry,action_words,0.52
9/13/24,418,cut,action_words,0.31
9/13/24,419,dance,action_words,0.53
9/13/24,420,draw,action_words,0.39
9/13/24,421,drink (action),action_words,0.61
9/13/24,422,drive,action_words,0.4
9/13/24,423,drop,action_words,0.35
9/13/24,424,dry (action),action_words,0.28
9/13/24,425,dump,action_words,0.21
9/13/24,426,eat,action_words,0.73
9/13/24,427,fall,action_words,0.55
9/13/24,428,feed,action_words,0.28
9/13/24,429,find,action_words,0.37
9/13/24,430,finish,action_words,0.27
9/13/24,431,fit,action_words,0.21
9/13/24,432,fix,action_words,0.41
9/13/24,433,get,action_words,0.46
9/13/24,434,give,action_words,0.37
9/13/24,435,go,action_words,0.75
9/13/24,436,hate,action_words,0.04
9/13/24,437,have,action_words,0.36
9/13/24,438,hear,action_words,0.3
9/13/24,439,help,action_words,0.6
9/13/24,440,hide,action_words,0.41
9/13/24,441,hit,action_words,0.42
9/13/24,442,hold,action_words,0.4
9/13/24,443,hug,action_words,0.63
9/13/24,444,hurry,action_words,0.23
9/13/24,445,jump,action_words,0.59
9/13/24,446,kick,action_words,0.45
9/13/24,447,kiss,action_words,0.67
9/13/24,448,knock,action_words,0.37
9/13/24,449,lick,action_words,0.26
9/13/24,450,like,action_words,0.36
9/13/24,451,listen,action_words,0.25
9/13/24,452,look,action_words,0.49
9/13/24,453,love,action_words,0.54
9/13/24,454,make,action_words,0.28
9/13/24,455,open,action_words,0.64
9/13/24,456,paint,action_words,0.33
9/13/24,457,pick,action_words,0.22
9/13/24,458,play,action_words,0.6
9/13/24,459,pour,action_words,0.22
9/13/24,460,pretend,action_words,0.11
9/13/24,461,pull,action_words,0.33
9/13/24,462,push,action_words,0.46
9/13/24,463,put,action_words,0.3
9/13/24,464,read,action_words,0.56
9/13/24,465,ride,action_words,0.43
9/13/24,466,rip,action_words,0.14
9/13/24,467,run,action_words,0.53
9/13/24,468,say,action_words,0.28
9/13/24,469,see,action_words,0.54
9/13/24,470,shake,action_words,0.3
9/13/24,471,share,action_words,0.33
9/13/24,472,show,action_words,0.27
9/13/24,473,sing,action_words,0.46
9/13/24,474,sit,action_words,0.63
9/13/24,475,skate,action_words,0.11
9/13/24,476,sleep,action_words,0.59
9/13/24,477,slide (action),action_words,0.43
9/13/24,478,smile,action_words,0.3
9/13/24,479,spill,action_words,0.28
9/13/24,480,splash,action_words,0.39
9/13/24,481,stand,action_words,0.34
9/13/24,482,stay,action_words,0.32
9/13/24,483,stop,action_words,0.59
9/13/24,484,sweep,action_words,0.32
9/13/24,485,swim,action_words,0.44
9/13/24,486,swing (action),action_words,0.48
9/13/24,487,take,action_words,0.3
9/13/24,488,talk,action_words,0.33
9/13/24,489,taste,action_words,0.21
9/13/24,490,tear,action_words,0.14
9/13/24,491,think,action_words,0.11
9/13/24,492,throw,action_words,0.45
9/13/24,493,tickle,action_words,0.5
9/13/24,494,touch,action_words,0.34
9/13/24,495,wait,action_words,0.35
9/13/24,496,wake,action_words,0.29
9/13/24,497,walk,action_words,0.58
9/13/24,498,wash,action_words,0.51
9/13/24,499,watch (action),action_words,0.35
9/13/24,500,wipe,action_words,0.39
9/13/24,501,wish,action_words,0.06
9/13/24,502,work (action),action_words,0.38
9/13/24,503,write,action_words,0.24
9/13/24,504,all gone,descriptive_words,0.76
9/13/24,505,asleep,descriptive_words,0.46
9/13/24,506,awake,descriptive_words,0.35
9/13/24,507,bad,descriptive_words,0.4
9/13/24,508,better,descriptive_words,0.27
9/13/24,509,big,descriptive_words,0.61
9/13/24,510,black,descriptive_words,0.39
9/13/24,511,blue,descriptive_words,0.61
9/13/24,512,broken,descriptive_words,0.54
9/13/24,513,brown,descriptive_words,0.34
9/13/24,514,careful,descriptive_words,0.32
9/13/24,515,clean (description),descriptive_words,0.51
9/13/24,516,cold,descriptive_words,0.68
9/13/24,517,cute,descriptive_words,0.31
9/13/24,518,dark,descriptive_words,0.38
9/13/24,519,dirty,descriptive_words,0.59
9/13/24,520,dry (description),descriptive_words,0.32
9/13/24,521,empty,descriptive_words,0.36
9/13/24,522,fast,descriptive_words,0.4
9/13/24,523,fine,descriptive_words,0.14
9/13/24,524,first,descriptive_words,0.17
9/13/24,525,full,descriptive_words,0.27
9/13/24,526,gentle,descriptive_words,0.32
9/13/24,527,good,descriptive_words,0.47
9/13/24,528,green,descriptive_words,0.49
9/13/24,529,happy,descriptive_words,0.5
9/13/24,530,hard,descriptive_words,0.24
9/13/24,531,heavy,descriptive_words,0.43
9/13/24,532,high,descriptive_words,0.32
9/13/24,533,hot,descriptive_words,0.75
9/13/24,534,hungry,descriptive_words,0.46
9/13/24,535,hurt,descriptive_words,0.44
9/13/24,536,last,descriptive_words,0.09
9/13/24,537,little (description),descriptive_words,0.38
9/13/24,538,long,descriptive_words,0.14
9/13/24,539,loud,descriptive_words,0.34
9/13/24,540,mad,descriptive_words,0.23
9/13/24,541,naughty,descriptive_words,0.14
9/13/24,542,new,descriptive_words,0.22
9/13/24,543,nice,descriptive_words,0.38
9/13/24,544,noisy,descriptive_words,0.23
9/13/24,545,old,descriptive_words,0.16
9/13/24,546,orange (description),descriptive_words,0.49
9/13/24,547,poor,descriptive_words,0.06
9/13/24,548,pretty,descriptive_words,0.38
9/13/24,549,quiet,descriptive_words,0.33
9/13/24,550,red,descriptive_words,0.51
9/13/24,551,sad,descriptive_words,0.37
9/13/24,552,scared,descriptive_words,0.3
9/13/24,553,sick,descriptive_words,0.28
9/13/24,554,sleepy,descriptive_words,0.38
9/13/24,555,slow,descriptive_words,0.21
9/13/24,556,soft,descriptive_words,0.34
9/13/24,557,sticky,descriptive_words,0.32
9/13/24,558,stuck,descriptive_words,0.37
9/13/24,559,thirsty,descriptive_words,0.36
9/13/24,560,tiny,descriptive_words,0.16
9/13/24,561,tired,descriptive_words,0.36
9/13/24,562,wet,descriptive_words,0.57
9/13/24,563,white,descriptive_words,0.34
9/13/24,564,windy,descriptive_words,0.3
9/13/24,565,yellow,descriptive_words,0.52
9/13/24,566,yucky,descriptive_words,0.55
9/13/24,567,after,time_words,0.17
9/13/24,568,before,time_words,0.08
9/13/24,569,day,time_words,0.22
9/13/24,570,later,time_words,0.25
9/13/24,571,morning,time_words,0.29
9/13/24,572,night,time_words,0.44
9/13/24,573,now,time_words,0.35
9/13/24,574,time,time_words,0.11
9/13/24,575,today,time_words,0.18
9/13/24,576,tomorrow,time_words,0.18
9/13/24,577,tonight,time_words,0.11
9/13/24,578,yesterday,time_words,0.08
9/13/24,579,he,pronouns,0.2
9/13/24,580,her,pronouns,0.14
9/13/24,581,hers,pronouns,0.1
9/13/24,582,him,pronouns,0.12
9/13/24,583,his,pronouns,0.12
9/13/24,584,I,pronouns,0.43
9/13/24,585,it,pronouns,0.3
9/13/24,586,me,pronouns,0.59
9/13/24,587,mine,pronouns,0.71
9/13/24,588,my,pronouns,0.45
9/13/24,589,myself,pronouns,0.13
9/13/24,590,our,pronouns,0.08
9/13/24,591,she,pronouns,0.17
9/13/24,592,that,pronouns,0.43
9/13/24,593,their,pronouns,0.06
9/13/24,594,them,pronouns,0.09
9/13/24,595,these,pronouns,0.17
9/13/24,596,they,pronouns,0.09
9/13/24,597,this,pronouns,0.41
9/13/24,598,those,pronouns,0.13
9/13/24,599,us,pronouns,0.06
9/13/24,600,we,pronouns,0.13
9/13/24,601,you,pronouns,0.45
9/13/24,602,your,pronouns,0.16
9/13/24,603,yourself,pronouns,0.04
9/13/24,604,how,question_words,0.13
9/13/24,605,what,question_words,0.47
9/13/24,606,when,question_words,0.07
9/13/24,607,where,question_words,0.41
9/13/24,608,which,question_words,0.06
9/13/24,609,who,question_words,0.22
9/13/24,610,why,question_words,0.25
9/13/24,611,about,locations,0.06
9/13/24,612,above,locations,0.07
9/13/24,613,around,locations,0.13
9/13/24,614,at,locations,0.19
9/13/24,615,away,locations,0.29
9/13/24,616,back,locations,0.34
9/13/24,617,behind,locations,0.17
9/13/24,618,beside,locations,0.1
9/13/24,619,by,locations,0.16
9/13/24,620,down,locations,0.67
9/13/24,621,for,locations,0.15
9/13/24,622,here,locations,0.41
9/13/24,623,inside/in,locations,0.49
9/13/24,624,into,locations,0.08
9/13/24,625,next to,locations,0.1
9/13/24,626,of,locations,0.09
9/13/24,627,off,locations,0.6
9/13/24,628,on,locations,0.59
9/13/24,629,on top of,locations,0.18
9/13/24,630,out,locations,0.53
9/13/24,631,over,locations,0.24
9/13/24,632,there,locations,0.39
9/13/24,633,to,locations,0.23
9/13/24,634,under,locations,0.29
9/13/24,635,up,locations,0.69
9/13/24,636,with,locations,0.22
9/13/24,637,a,quantifiers,0.29
9/13/24,638,all,quantifiers,0.32
9/13/24,639,a lot,quantifiers,0.18
9/13/24,640,an,quantifiers,0.04
9/13/24,641,another,quantifiers,0.22
9/13/24,642,any,quantifiers,0.12
9/13/24,643,each,quantifiers,0.05
9/13/24,644,every,quantifiers,0.08
9/13/24,645,more,quantifiers,0.69
9/13/24,646,much,quantifiers,0.14
9/13/24,647,none,quantifiers,0.14
9/13/24,648,not,quantifiers,0.23
9/13/24,649,other,quantifiers,0.17
9/13/24,650,same,quantifiers,0.16
9/13/24,651,some,quantifiers,0.3
9/13/24,652,the,quantifiers,0.25
9/13/24,653,too,quantifiers,0.37
9/13/24,654,am,helping_verbs,0.17
9/13/24,655,are,helping_verbs,0.14
9/13/24,656,be,helping_verbs,0.12
9/13/24,657,can (auxiliary),helping_verbs,0.22
9/13/24,658,could,helping_verbs,0.04
9/13/24,659,did/did ya,helping_verbs,0.2
9/13/24,660,do,helping_verbs,0.43
9/13/24,661,does,helping_verbs,0.09
9/13/24,662,don't,helping_verbs,0.33
9/13/24,663,gonna/going to,helping_verbs,0.24
9/13/24,664,gotta/got to,helping_verbs,0.12
9/13/24,665,hafta/have to,helping_verbs,0.15
9/13/24,666,is,helping_verbs,0.2
9/13/24,667,lemme/let me,helping_verbs,0.29
9/13/24,668,need/need to,helping_verbs,0.23
9/13/24,669,try/try to,helping_verbs,0.26
9/13/24,670,wanna/want to,helping_verbs,0.4
9/13/24,671,was,helping_verbs,0.09
9/13/24,672,were,helping_verbs,0.05
9/13/24,673,will,helping_verbs,0.09
9/13/24,674,would,helping_verbs,0.04
9/13/24,675,and,connecting_words,0.28
9/13/24,676,because,connecting_words,0.1
9/13/24,677,but,connecting_words,0.07
9/13/24,678,if,connecting_words,0.04
9/13/24,679,so,connecting_words,0.1
9/13/24,680,then,connecting_words,0.07
